d1,d2,feat_orig,o1_crossovers,o2_crossovers,n_o1_xover,n_o2_xover
54,65,0.0,[],[],0,0
12,85,0.0,[],[],0,0
40,44,3.521048069000244,[0.609],"[0.61, 3.511]",1,2
4,2,0.0,[],[],0,0
92,6,0.0,[],[],0,0
73,83,1.4759068489074707,[0.358],"[0.558, 6.2]",1,2
77,49,5.657845497131348,[0.644],"[0.22, 2.267]",1,2
88,86,0.0,[],[],0,0
40,35,3.2781333923339844,[0.609],"[0.478, 3.728]",1,2
61,18,0.0,[],[],0,0
80,74,3.0297975540161133,[0.964],"[0.423, 2.336]",1,2
92,78,0.0,[],[],0,0
48,74,3.6094343662261963,[0.679],"[0.241, 2.133]",1,2
88,95,3.15109920501709,[0.695],"[0.258, 2.361]",1,2
95,15,0.0,[],[],0,0
78,48,2.459967613220215,[0.457],"[0.422, 3.994]",1,2
33,66,0.0,[],[],0,0
20,27,0.0,[],[],0,0
23,52,0.0,[],[],0,0
53,89,3.531219720840454,[0.619],"[0.727, 3.428]",1,2
67,65,1.5237984657287598,[1.498],"[0.229, 6.551]",1,2
97,14,0.5798616409301758,[0.954],[1.29],1,1
24,2,0.0,[],[],0,0
70,24,8.606704711914062,[0.616],"[0.256, 1.725]",1,2
14,96,1.4369500875473022,[0.447],"[0.454, 6.572]",1,2
43,56,2.3024492263793945,[0.756],"[0.781, 2.198]",1,2
76,53,1.4881072044372559,[1.779],"[1.58, 8.251]",1,2
23,31,0.0,[],[],0,0
67,0,1.3502789735794067,[1.449],"[1.742, 9.578]",1,2
78,7,5.740766525268555,[0.651],"[0.215, 1.906]",1,2
14,59,1.457744836807251,[],[],0,0
15,47,3.324376106262207,[4.909],[0.981],1,1
46,47,0.0,[],[],0,0
42,79,0.42488381266593933,[],[],0,0
11,2,3.480492115020752,[2.022],"[0.889, 4.954]",1,2
32,98,2.2978439331054688,[],[0.537],0,1
49,82,0.0,[],[],0,0
67,71,1.888106107711792,[1.638],"[1.68, 7.532]",1,2
15,62,5.229640960693359,[0.597],"[0.197, 2.027]",1,2
54,18,0.0,[],[],0,0
38,81,2.442202091217041,[0.688],"[1.001, 4.327]",1,2
77,76,4.8793463706970215,[0.63],"[0.59, 2.797]",1,2
57,30,0.0,[],[],0,0
15,28,2.786892890930176,[],"[0.956, 2.544]",0,2
24,95,2.247936248779297,[3.811],"[0.943, 6.066]",1,2
16,46,2.6333532333374023,[0.495],"[0.322, 3.467]",1,2
17,8,1.8419548273086548,[1.798],"[0.786, 6.956]",1,2
49,40,0.510900616645813,[5.791],[3.035],1,1
9,8,0.4979912340641022,[4.115],[2.436],1,1
55,13,0.6814923286437988,[0.365],[0.848],1,1
81,3,1.0756586790084839,[2.705],[1.19],1,1
22,66,0.0,[],[],0,0
16,10,4.838695526123047,[0.603],"[0.174, 2.016]",1,2
41,46,0.6851550340652466,[],[],0,0
14,23,4.251241207122803,[0.491],"[0.319, 2.038]",1,2
61,24,3.551947832107544,[0.602],"[0.451, 1.83]",1,2
49,68,0.0,[],[],0,0
44,53,0.8317373394966125,[2.636],[2.366],1,1
4,93,0.0,[],[],0,0
10,41,0.6416538953781128,[3.451],"[2.125, 9.603]",1,2
57,49,1.2368876934051514,[],[],0,0
30,38,3.1984381675720215,[0.715],"[0.793, 3.85]",1,2
85,15,0.0,[],[],0,0
32,90,2.4478535652160645,[0.291],"[0.48, 3.577]",1,2
94,80,2.0832266807556152,[0.501],"[0.265, 3.41]",1,2
90,12,0.6403464078903198,[],[],0,0
26,22,2.0576062202453613,[],[],0,0
59,55,1.2293479442596436,[],[],0,0
66,87,2.395937919616699,[0.517],"[0.338, 3.999]",1,2
83,31,0.0,[],[],0,0
34,87,4.157944679260254,[0.535],"[0.348, 2.753]",1,2
39,84,0.9007487297058105,[2.788],[1.539],1,1
20,10,3.0880889892578125,[0.803],"[0.291, 2.323]",1,2
15,39,2.498842239379883,[0.475],"[0.62, 4.356]",1,2
37,8,2.127493143081665,[1.3],"[0.969, 5.825]",1,2
68,30,4.746998310089111,[0.784],"[0.785, 3.117]",1,2
59,5,1.4195774793624878,[2.101],"[1.366, 9.648]",1,2
13,49,1.9551076889038086,[0.406],"[0.338, 4.098]",1,2
17,90,1.839280366897583,[0.499],"[0.443, 4.903]",1,2
14,76,1.2799581289291382,[],[0.551],0,1
69,39,2.629695177078247,[0.447],"[0.643, 4.456]",1,2
19,31,0.9401805400848389,[2.426],[2.299],1,1
60,71,1.4509479999542236,[2.168],"[1.754, 9.618]",1,2
56,13,0.0,[],[],0,0
0,89,2.8236026763916016,[0.681],"[0.621, 4.264]",1,2
16,60,1.8479427099227905,[1.073],"[0.706, 6.067]",1,2
92,43,1.4275884628295898,[],[],0,0
50,75,3.1751747131347656,[],[],0,0
35,43,2.0026397705078125,[0.221],"[0.293, 3.541]",1,2
6,14,1.5136560201644897,[5.063],[0.112],1,1
75,52,0.0,[],[],0,0
33,87,0.5294827222824097,[],[1.647],0,1
54,7,2.8761281967163086,[0.707],"[0.628, 2.153]",1,2
48,62,3.1477532386779785,[0.725],"[0.252, 2.478]",1,2
92,5,0.0,[],[],0,0
8,51,4.28851842880249,[1.515],"[1.291, 4.07]",1,2
72,44,1.598924994468689,[1.617],"[1.503, 5.471]",1,2
82,33,2.254106283187866,[0.198],"[0.487, 4.183]",1,2
28,77,2.279749631881714,[1.925],"[1.384, 6.779]",1,2
6,66,1.4304596185684204,[0.86],"[1.309, 6.788]",1,2
97,57,2.042787551879883,[],"[0.46, 2.974]",0,2
64,0,0.0,[],[],0,0
88,76,0.0,[],[],0,0
20,20,0.0,[],[],0,0
38,22,3.5427985191345215,[0.542],"[0.447, 2.356]",1,2
90,92,1.7488542795181274,[0.785],"[0.517, 4.166]",1,2
73,31,1.9424210786819458,[1.002],"[1.098, 7.263]",1,2
95,42,0.0,[],[],0,0
72,73,1.5773677825927734,[2.566],"[1.754, 7.207]",1,2
62,7,2.8714613914489746,[0.652],"[0.909, 1.445]",1,2
27,1,0.0,[],[],0,0
31,93,2.8298988342285156,[0.75],"[0.928, 3.884]",1,2
57,97,0.0,[],[],0,0
90,80,1.75215744972229,[0.387],"[0.446, 3.574]",1,2
10,87,0.0,[],[],0,0
41,59,0.0,[],[],0,0
30,62,4.893568992614746,[0.546],"[0.272, 2.048]",1,2
13,53,0.4710412621498108,[4.708],[2.477],1,1
62,79,0.0,[],[],0,0
94,81,1.2193405628204346,[0.479],"[1.006, 6.187]",1,2
60,19,2.8123011589050293,[0.625],"[0.586, 3.168]",1,2
18,78,4.453834056854248,[0.788],"[0.858, 3.657]",1,2
86,84,4.630914688110352,[0.378],"[0.922, 2.344]",1,2
79,68,0.0,[],[],0,0
4,26,1.290112853050232,[3.262],"[0.934, 6.091]",1,2
54,28,0.0,[],[],0,0
25,70,0.0,[],[],0,0
5,64,3.044542074203491,[0.368],"[0.416, 3.533]",1,2
50,32,0.0,[],[],0,0
91,51,5.87174129486084,[2.342],"[0.971, 3.728]",1,2
74,7,2.7274789810180664,[2.097],"[0.337, 3.403]",1,2
72,57,2.670252799987793,[1.712],"[0.863, 3.501]",1,2
82,76,1.8210170269012451,[],"[0.722, 4.676]",0,2
93,19,3.842240333557129,[0.576],"[0.578, 2.734]",1,2
89,14,1.3111109733581543,[6.249],[0.058],1,1
81,72,4.489795684814453,[0.747],"[0.612, 1.987]",1,2
54,54,2.5745184421539307,[],[],0,0
99,90,0.4266248643398285,[6.561],[2.666],1,1
82,52,1.8686480522155762,[0.311],"[0.36, 5.02]",1,2
71,74,6.719682693481445,[0.624],"[0.188, 1.824]",1,2
52,77,0.0,[],[],0,0
33,21,0.0,[],[],0,0
56,17,0.0,[],[],0,0
76,43,2.7211344242095947,[0.592],"[0.269, 3.414]",1,2
32,40,2.7946841716766357,[1.591],"[1.047, 5.702]",1,2
69,96,2.6491503715515137,[0.689],"[0.332, 4.211]",1,2
40,15,3.9389302730560303,[9.886],[1.098],1,1
12,29,3.5148658752441406,[0.687],"[0.309, 2.057]",1,2
21,48,1.7851948738098145,[0.461],"[0.345, 5.474]",1,2
92,52,0.0,[],[],0,0
49,8,0.45772746205329895,[7.269],[2.447],1,1
7,63,1.072009563446045,[2.265],"[1.228, 6.313]",1,2
39,75,4.186777114868164,[0.478],"[0.3, 1.792]",1,2
42,39,0.0,[],[],0,0
34,45,4.459900856018066,[0.552],"[0.395, 2.557]",1,2
53,18,4.348132133483887,[2.918],"[0.869, 6.652]",1,2
82,16,1.9718260765075684,[5.78],[5.602],1,1
73,91,2.1860578060150146,[1.931],"[0.576, 7.925]",1,2
25,81,0.8476917743682861,[1.453],"[0.986, 8.716]",1,2
80,80,1.2916958332061768,[],[],0,0
19,16,1.0555799007415771,[1.956],"[1.997, 9.305]",1,2
74,48,0.0,[],[],0,0
40,4,5.596893787384033,[0.532],"[0.293, 1.955]",1,2
78,82,2.6358184814453125,[0.277],"[1.101, 3.062]",1,2
89,6,1.2463399171829224,[],[],0,0
15,81,3.4163877964019775,[0.54],"[0.678, 3.184]",1,2
38,52,1.6786046028137207,[0.529],"[0.791, 4.889]",1,2
6,57,2.8146581649780273,[0.664],"[0.291, 3.207]",1,2
8,46,3.655601978302002,[0.771],"[0.144, 3.136]",1,2
49,66,0.0,[],[],0,0
26,39,0.0,[],[],0,0
33,83,0.0,[],[],0,0
62,73,0.0,[],[],0,0
82,98,2.010261058807373,[],[],0,0
30,17,2.386645793914795,[0.23],"[0.907, 4.166]",1,2
21,68,2.2376136779785156,[1.264],"[1.403, 6.358]",1,2
6,83,0.9570354223251343,[0.495],"[0.65, 9.903]",1,2
85,70,0.0,[],[],0,0
25,37,0.0,[],[],0,0
28,21,2.0354552268981934,[1.461],"[1.045, 6.233]",1,2
59,95,4.247957706451416,[0.454],"[0.287, 1.987]",1,2
13,62,3.682225227355957,[0.336],"[0.202, 2.114]",1,2
37,29,4.773425102233887,[0.607],"[0.223, 2.005]",1,2
33,9,0.0,[],[],0,0
21,20,1.829917073249817,[0.598],"[0.255, 5.418]",1,2
49,71,0.4675240218639374,[7.249],[4.14],1,1
63,89,0.0,[],[],0,0
29,77,0.0,[],[],0,0
66,77,2.400383472442627,[1.721],"[1.54, 6.552]",1,2
68,39,3.886190891265869,[0.504],"[0.619, 3.372]",1,2
25,49,1.455169677734375,[0.663],"[0.489, 4.584]",1,2
83,13,0.0,[],[],0,0
4,33,0.564939022064209,[0.994],"[2.819, 9.187]",1,2
58,87,1.6073105335235596,[0.464],"[0.348, 5.24]",1,2
91,55,4.0395660400390625,[0.577],"[0.662, 3.371]",1,2
42,95,3.396090030670166,[0.569],"[0.235, 2.238]",1,2
37,60,1.5513246059417725,[],[1.522],0,1
93,30,2.675598382949829,[1.006],[],1,0
74,89,0.0,[],[],0,0
13,68,0.5180764198303223,[5.835],[1.973],1,1
88,33,0.5742763876914978,[5.879],[0.629],1,1
65,49,1.7681081295013428,[0.41],"[0.514, 3.918]",1,2
30,76,2.162461519241333,[],"[0.854, 3.97]",0,2
32,83,1.6753830909729004,[0.472],"[0.636, 5.679]",1,2
16,82,1.9853092432022095,[],[],0,0
78,11,3.1887664794921875,[3.018],"[0.71, 8.002]",1,2
92,19,1.6159310340881348,[2.521],"[0.981, 5.6]",1,2
36,62,3.010559558868408,[0.736],"[0.361, 2.321]",1,2
70,73,8.209416389465332,[0.687],"[0.83, 2.366]",1,2
79,7,3.745586633682251,[0.674],"[0.29, 2.118]",1,2
25,35,0.0,[],[],0,0
7,14,0.0,[],[],0,0
15,7,5.739309310913086,[0.639],"[0.188, 1.918]",1,2
6,30,1.7882156372070312,[1.041],"[1.07, 6.617]",1,2
37,83,1.275697112083435,[0.175],"[0.774, 7.534]",1,2
13,72,4.152091979980469,[0.56],"[0.478, 2.176]",1,2
61,91,0.0,[],[],0,0
80,96,0.0,[],[],0,0
34,20,3.884882926940918,[0.518],"[0.425, 2.927]",1,2
19,34,1.1891295909881592,[2.784],[2.499],1,1
37,16,1.7792364358901978,[0.142],"[1.072, 4.411]",1,2
69,43,3.894284248352051,[0.597],"[0.267, 2.739]",1,2
95,94,0.0,[],[],0,0
74,11,0.0,[],[],0,0
96,56,2.480863332748413,[0.564],"[0.411, 2.694]",1,2
31,60,2.3909406661987305,[0.736],"[0.611, 5.028]",1,2
58,81,2.0766890048980713,[1.156],"[0.588, 5.116]",1,2
11,42,2.5979957580566406,[0.527],"[0.497, 4.075]",1,2
25,79,0.0,[],[],0,0
70,43,7.562994480133057,[0.64],"[0.395, 2.01]",1,2
4,77,0.0,[],[],0,0
3,53,1.9255218505859375,[1.635],"[1.252, 7.097]",1,2
64,25,0.0,[],[],0,0
55,47,1.553905963897705,[1.683],"[1.315, 8.62]",1,2
53,87,3.5861644744873047,[0.451],"[0.398, 2.977]",1,2
44,18,0.7214775681495667,[3.476],[2.702],1,1
11,69,3.3385162353515625,[],[],0,0
25,97,0.0,[],[],0,0
99,65,0.0,[],[],0,0
63,22,1.8240346908569336,[0.258],"[0.705, 2.881]",1,2
96,79,0.0,[],[],0,0
50,26,1.2521814107894897,[0.244],[],1,0
68,83,3.393679141998291,[0.705],"[0.509, 3.748]",1,2
4,61,1.2542437314987183,[0.548],"[1.493, 3.817]",1,2
76,20,1.3742308616638184,[0.321],"[0.314, 6.627]",1,2
31,54,5.370085716247559,[0.518],"[0.19, 1.932]",1,2
93,20,2.1179733276367188,[0.557],"[0.373, 4.838]",1,2
58,78,1.2830594778060913,[1.28],"[1.588, 9.037]",1,2
89,83,0.7672728896141052,[0.974],[0.573],1,1
60,76,0.9803134799003601,[],[0.238],0,1
61,11,0.0,[],[],0,0
78,31,2.712808609008789,[2.747],"[0.805, 8.304]",1,2
64,52,0.0,[],[],0,0
22,92,1.5872302055358887,[2.568],"[0.494, 5.817]",1,2
79,91,0.0,[],[],0,0
9,40,0.5645374059677124,[3.595],[2.73],1,1
75,99,2.416396141052246,[1.077],"[0.827, 3.586]",1,2
44,16,0.7806814908981323,[2.24],[1.579],1,1
52,38,0.7893112897872925,[1.799],[1.464],1,1
40,22,5.215320587158203,[0.497],"[0.315, 2.086]",1,2
8,62,5.656566143035889,[0.539],"[0.255, 1.917]",1,2
78,1,2.8820676803588867,[],[],0,0
68,70,6.787657260894775,[1.177],"[1.437, 3.289]",1,2
8,45,3.6107401847839355,[0.616],"[0.402, 3.019]",1,2
35,9,0.0,[],[],0,0
5,35,2.5705912113189697,[0.481],"[0.533, 4.551]",1,2
91,49,5.097866058349609,[0.59],"[0.392, 2.386]",1,2
80,61,1.0069196224212646,[1.536],"[0.713, 6.276]",1,2
98,8,2.5689609050750732,[1.51],"[1.142, 5.215]",1,2
86,79,3.659410238265991,[0.51],"[0.371, 2.993]",1,2
60,23,4.0681633949279785,[0.422],"[0.296, 1.956]",1,2
28,41,3.0560803413391113,[0.545],"[0.314, 3.164]",1,2
51,10,7.1634440422058105,[0.718],"[0.065, 1.878]",1,2
56,85,0.0,[],[],0,0
18,93,4.378366470336914,[0.791],"[0.623, 3.199]",1,2
81,88,1.2035527229309082,[],"[1.18, 4.32]",0,2
0,99,5.5822038650512695,[0.53],"[0.264, 1.922]",1,2
86,53,4.775970935821533,[],[],0,0
69,90,2.94655704498291,[0.355],"[0.459, 3.302]",1,2
99,46,0.6929132342338562,[3.135],"[1.936, 9.639]",1,2
18,30,4.64654016494751,[0.731],"[0.799, 3.025]",1,2
45,23,2.973957061767578,[0.278],"[0.544, 1.777]",1,2
63,0,0.0,[],[],0,0
29,36,0.0,[],[],0,0
17,0,1.4169049263000488,[1.601],"[1.602, 8.363]",1,2
5,63,3.753467321395874,[0.481],"[0.342, 2.797]",1,2
97,0,0.0,[],[],0,0
62,22,1.628995418548584,[1.826],"[0.884, 4.573]",1,2
78,81,3.4390015602111816,[0.612],"[0.737, 3.244]",1,2
39,28,0.7665039300918579,[0.967],[1.918],1,1
57,46,0.7346535921096802,[1.882],"[1.321, 7.914]",1,2
7,26,1.197021245956421,[2.47],"[1.222, 5.805]",1,2
2,0,3.719756603240967,[0.044],"[1.155, 2.268]",1,2
88,98,0.0,[],[],0,0
95,74,2.8217411041259766,[],[],0,0
73,74,5.176403522491455,[0.565],"[0.172, 1.909]",1,2
63,55,0.0,[],[],0,0
61,23,2.8833255767822266,[0.62],"[0.568, 2.048]",1,2
28,87,2.3223602771759033,[0.353],"[0.401, 4.092]",1,2
9,10,3.616852045059204,[0.51],"[0.19, 2.095]",1,2
52,50,1.602020025253296,[1.109],"[0.403, 4.562]",1,2
69,83,2.189620018005371,[0.217],"[0.574, 4.544]",1,2
38,51,1.8672449588775635,[3.378],"[1.254, 8.87]",1,2
66,37,2.507598876953125,[0.889],"[0.993, 4.102]",1,2
93,31,2.2112064361572266,[1.559],"[1.105, 5.57]",1,2
52,95,3.018864393234253,[0.484],"[0.312, 2.2]",1,2
79,81,0.895510196685791,[2.533],"[0.697, 8.102]",1,2
47,98,3.775170087814331,[0.83],"[0.881, 3.608]",1,2
9,6,0.0,[],[],0,0
81,97,0.984371542930603,[1.853],[0.959],1,1
80,98,0.0,[],[],0,0
15,21,2.6004481315612793,[0.962],"[0.652, 4.156]",1,2
12,90,0.6169962286949158,[],[],0,0
94,13,0.0,[],[],0,0
24,59,0.0,[],[],0,0
26,5,0.0,[],[],0,0
90,47,0.0,[],[],0,0
64,31,0.0,[],[],0,0
37,20,1.7108700275421143,[0.6],"[0.46, 5.692]",1,2
62,87,0.0,[],[],0,0
39,86,0.6011813879013062,[4.883],[2.695],1,1
17,2,1.6181654930114746,[1.781],"[1.423, 7.593]",1,2
72,14,1.7296392917633057,[1.934],"[1.349, 5.931]",1,2
43,96,0.0,[],[],0,0
63,79,0.0,[],[],0,0
80,76,0.0,[],[],0,0
87,60,0.0,[],[],0,0
79,47,0.0,[],[],0,0
21,93,2.038081169128418,[],[],0,0
29,71,0.0,[],[],0,0
66,28,2.3028383255004883,[],[0.265],0,1
15,31,2.6762263774871826,[0.421],[],1,0
56,96,0.0,[],[],0,0
67,47,1.8540117740631104,[1.815],"[0.717, 7.982]",1,2
48,9,0.0,[],[],0,0
0,30,3.456392288208008,[0.852],"[0.817, 3.662]",1,2
72,65,1.7010650634765625,[1.642],"[1.305, 5.046]",1,2
72,39,1.601714849472046,[2.186],"[1.383, 5.711]",1,2
65,45,1.0788952112197876,[0.098],"[0.535, 6.21]",1,2
40,20,3.3586950302124023,[0.563],"[0.452, 3.355]",1,2
41,83,0.0,[],[],0,0
14,21,1.2820134162902832,[2.365],"[0.971, 9.935]",1,2
51,62,7.257846355438232,[0.641],"[0.13, 1.808]",1,2
1,15,2.543532133102417,[2.005],"[0.947, 4.633]",1,2
32,88,2.0827767848968506,[0.501],"[0.41, 4.538]",1,2
52,15,0.0,[],[],0,0
27,75,3.591693639755249,[0.497],"[0.353, 1.873]",1,2
43,80,1.6421940326690674,[0.305],[],1,0
55,37,1.4688959121704102,[],[],0,0
50,88,0.0,[],[],0,0
99,99,2.5965254306793213,[],[],0,0
61,31,0.0,[],[],0,0
36,38,0.8061010837554932,[2.74],[1.161],1,1
69,4,4.940057277679443,[0.35],"[0.349, 1.903]",1,2
42,73,0.0,[],[],0,0
6,49,2.7078733444213867,[0.552],"[0.419, 3.269]",1,2
41,1,0.0,[],[],0,0
22,45,0.7773866057395935,[2.542],"[1.044, 9.328]",1,2
29,80,1.0052181482315063,[2.879],"[1.411, 6.977]",1,2
15,41,3.5012288093566895,[0.503],"[0.274, 2.796]",1,2
11,98,3.203094244003296,[1.121],"[0.759, 3.872]",1,2
26,48,0.0,[],[],0,0
16,43,3.305880069732666,[0.43],"[0.411, 2.751]",1,2
10,58,0.0,[],[],0,0
34,17,4.526966094970703,[0.445],"[0.375, 2.583]",1,2
39,49,2.1312782764434814,[0.811],"[0.418, 3.574]",1,2
87,49,1.1655299663543701,[],"[1.177, 3.346]",0,2
19,63,2.0547475814819336,[0.242],"[1.08, 2.888]",1,2
74,97,0.0,[],[],0,0
24,73,0.0,[],[],0,0
96,40,0.0,[],[],0,0
0,9,2.4293017387390137,[0.507],"[0.541, 4.473]",1,2
60,86,1.0075435638427734,[2.963],[1.954],1,1
10,37,0.0,[],[],0,0
60,64,1.4278794527053833,[0.238],"[0.39, 5.815]",1,2
12,87,0.6276580691337585,[],[],0,0
45,58,0.0,[],[],0,0
9,1,0.0,[],[],0,0
86,77,4.989432334899902,[2.382],"[0.932, 5.946]",1,2
8,61,4.21946907043457,[0.502],"[0.379, 2.496]",1,2
49,51,0.0,[],[],0,0
29,92,0.9844582080841064,[2.517],"[1.477, 6.879]",1,2
68,3,4.111232280731201,[0.826],"[0.677, 3.745]",1,2
16,69,2.2173023223876953,[1.681],"[1.094, 7.571]",1,2
35,54,3.809173583984375,[0.557],"[0.194, 2.089]",1,2
35,97,0.0,[],[],0,0
33,26,1.4477747678756714,[0.86],"[0.463, 4.755]",1,2
80,15,0.0,[],[],0,0
94,5,0.0,[],[],0,0
11,52,2.816164255142212,[0.516],"[0.432, 3.664]",1,2
25,18,0.0,[],[],0,0
58,6,1.293116807937622,[],"[1.832, 2.473]",0,2
3,88,1.6612595319747925,[0.681],"[0.293, 5.67]",1,2
0,54,5.589244842529297,[0.522],"[0.212, 1.913]",1,2
17,78,1.5602537393569946,[1.694],"[1.063, 7.107]",1,2
68,44,3.897258758544922,[0.537],"[0.63, 3.281]",1,2
26,45,0.7596958875656128,[1.858],[0.771],1,1
41,78,0.0,[],[],0,0
27,64,0.4885263741016388,[],[],0,0
50,63,1.098280429840088,[1.37],"[0.774, 4.781]",1,2
63,88,0.0,[],[],0,0
7,47,0.0,[],[],0,0
36,15,0.0,[],[],0,0
75,54,2.4387598037719727,[],[],0,0
98,93,2.275134563446045,[],"[1.37, 2.268]",0,2
38,4,3.970792770385742,[0.433],"[0.515, 1.954]",1,2
13,7,4.222225189208984,[0.579],"[0.3, 2.083]",1,2
94,30,0.6879388689994812,[1.338],[1.894],1,1
44,65,0.9419227838516235,[0.528],"[0.654, 8.32]",1,2
53,29,6.062915325164795,[0.55],"[0.202, 1.832]",1,2
4,75,3.074575424194336,[2.099],"[0.487, 3.903]",1,2
46,44,0.0,[],[],0,0
79,52,0.0,[],[],0,0
63,23,2.700197696685791,[0.528],"[0.645, 2.005]",1,2
68,35,3.6393635272979736,[0.539],"[0.481, 3.475]",1,2
57,8,0.0,[],[],0,0
60,58,0.9071131944656372,[7.319],[0.536],1,1
41,93,0.0,[],[],0,0
75,2,0.0,[],[],0,0
77,8,6.1415205001831055,[0.892],"[0.77, 2.797]",1,2
76,3,1.2256853580474854,[2.376],"[0.871, 8.621]",1,2
62,57,1.1651151180267334,[1.962],"[1.229, 6.244]",1,2
49,39,0.0,[],[],0,0
9,98,0.0,[],[],0,0
83,99,3.6178841590881348,[0.67],"[0.241, 2.321]",1,2
23,1,0.0,[],[],0,0
16,37,2.3703386783599854,[],"[0.978, 2.615]",0,2
49,59,0.38443082571029663,[6.081],[2.456],1,1
31,44,2.4795289039611816,[0.463],"[0.604, 4.389]",1,2
91,36,4.256149768829346,[0.589],"[0.377, 2.847]",1,2
32,53,2.505265712738037,[1.461],"[1.301, 5.617]",1,2
83,80,2.009526252746582,[0.428],"[0.221, 3.616]",1,2
39,38,1.6842796802520752,[],[0.952],0,1
85,35,0.0,[],[],0,0
28,84,2.4337987899780273,[1.599],"[0.934, 6.47]",1,2
6,94,1.1587026119232178,[],[0.718],0,1
94,53,0.0,[],[],0,0
84,1,3.1012237071990967,[],[],0,0
80,62,2.5960397720336914,[0.787],"[0.558, 2.609]",1,2
94,20,0.5220872163772583,[],[0.506],0,1
22,32,0.0,[],[],0,0
41,73,0.0,[],[],0,0
72,85,1.4621073007583618,[1.916],"[1.334, 6.102]",1,2
3,80,3.1833746433258057,[0.407],"[0.269, 2.702]",1,2
49,81,1.0429441928863525,[1.61],"[1.422, 7.232]",1,2
97,8,0.6569369435310364,[3.302],[1.908],1,1
5,92,4.239531993865967,[0.399],"[0.371, 2.421]",1,2
85,28,0.0,[],[],0,0
4,55,0.0,[],[],0,0
76,92,2.929716110229492,[0.607],"[0.296, 3.159]",1,2
84,31,2.9379968643188477,[2.05],"[0.956, 4.594]",1,2
72,51,1.7566511631011963,[2.884],"[2.334, 7.804]",1,2
4,21,0.0,[],[],0,0
43,49,1.3809534311294556,[5.959],[0.031],1,1
95,47,0.0,[],[],0,0
26,83,0.0,[],[],0,0
39,57,2.2622323036193848,[0.862],"[0.351, 3.424]",1,2
53,43,4.590952396392822,[0.555],"[0.388, 2.418]",1,2
67,82,1.3376667499542236,[1.83],[1.138],1,1
53,79,3.3910646438598633,[0.546],"[0.382, 3.228]",1,2
23,49,1.1813913583755493,[1.513],"[1.538, 5.193]",1,2
93,53,2.5453829765319824,[1.479],"[1.139, 5.177]",1,2
77,13,4.168736457824707,[0.471],"[0.553, 2.967]",1,2
62,44,0.0,[],[],0,0
51,83,4.881953239440918,[0.825],"[0.377, 2.884]",1,2
45,55,0.0,[],[],0,0
61,65,0.0,[],[],0,0
19,91,1.0248355865478516,[3.168],[2.757],1,1
16,5,2.1647369861602783,[1.408],"[1.205, 7.891]",1,2
26,54,3.107703685760498,[0.62],"[0.509, 1.88]",1,2
30,41,3.167879819869995,[0.574],"[0.346, 3.117]",1,2
29,39,0.0,[],[],0,0
51,94,5.110630512237549,[0.817],"[0.348, 2.906]",1,2
18,1,4.4223175048828125,[0.728],"[0.851, 3.353]",1,2
71,75,6.675459861755371,[0.501],"[0.296, 1.726]",1,2
50,57,1.3717354536056519,[1.62],"[0.835, 4.711]",1,2
81,0,1.0847866535186768,[2.433],[1.612],1,1
51,77,8.00510311126709,[],[],0,0
16,11,2.4706287384033203,[0.661],"[1.093, 5.43]",1,2
55,55,1.0004404783248901,[],[],0,0
31,11,3.1331019401550293,[],[],0,0
84,96,2.730586051940918,[0.719],"[0.489, 4.201]",1,2
18,87,3.880854606628418,[0.57],"[0.318, 3.031]",1,2
94,59,0.44718942046165466,[8.93],[1.172],1,1
66,11,2.6253223419189453,[1.006],"[0.999, 5.191]",1,2
29,75,2.4660897254943848,[5.538],"[0.47, 5.512]",1,2
76,96,1.4130580425262451,[0.345],"[0.372, 6.762]",1,2
45,71,0.0,[],[],0,0
15,12,2.926088333129883,[0.563],"[0.368, 3.461]",1,2
53,81,4.368366241455078,[0.537],"[0.556, 2.742]",1,2
57,86,0.0,[],[],0,0
16,92,3.508178234100342,[0.383],"[0.38, 2.527]",1,2
84,68,3.4865994453430176,[1.462],"[1.099, 4.745]",1,2
8,2,3.8389134407043457,[4.652],"[0.376, 6.976]",1,2
34,83,3.616560935974121,[0.76],"[0.358, 3.436]",1,2
65,52,0.5046054124832153,[],[0.592],0,1
40,75,6.213190078735352,[0.53],"[0.298, 1.794]",1,2
31,72,5.999785900115967,[0.545],"[0.487, 1.85]",1,2
28,81,2.8909616470336914,[0.848],"[0.411, 4.128]",1,2
68,49,4.977517604827881,[0.585],"[0.311, 2.402]",1,2
44,52,0.8921177387237549,[0.099],"[0.474, 8.1]",1,2
1,43,3.6692259311676025,[0.494],"[0.324, 2.74]",1,2
81,23,3.9720325469970703,[0.557],"[0.432, 1.884]",1,2
95,30,0.0,[],[],0,0
54,99,2.5521929264068604,[],[],0,0
74,45,0.49176499247550964,[6.042],[2.121],1,1
42,23,3.4074819087982178,[0.681],"[0.278, 2.332]",1,2
77,98,5.336762428283691,[0.736],"[0.633, 2.756]",1,2
19,94,0.8773807287216187,[1.083],"[1.554, 8.387]",1,2
38,6,1.744107961654663,[1.225],"[1.062, 7.029]",1,2
72,22,3.134260654449463,[1.547],"[0.688, 2.276]",1,2
63,91,0.0,[],[],0,0
61,35,0.0,[],[],0,0
39,58,0.5743488073348999,[1.64],[1.58],1,1
45,31,0.0,[],[],0,0
