d1,d2,lower_bound,upper_bound,midpoint,swap_zone_width,failure_reason
79,70,,,,,no_o1_crossover
84,29,0.0,0.219,0.1095,0.219,
17,37,4.314,8.456,6.385,4.1419999999999995,
12,80,0.0,0.429,0.2145,0.429,
46,8,,,,,no_o1_crossover
63,62,0.0,0.483,0.2415,0.483,
53,13,0.0,0.482,0.241,0.482,
10,44,,,,,no_o1_crossover
77,52,0.0,0.165,0.0825,0.165,
25,71,,,,,no_o1_crossover
84,93,,,,,no_o2_crossover_in_bounds
15,24,0.0,0.214,0.107,0.214,
49,74,0.0,0.405,0.2025,0.405,
29,65,,,,,no_o1_crossover
68,32,,,,,no_o2_crossover_in_bounds
92,14,,,,,no_o1_crossover
22,99,,,,,no_o2_crossover_in_bounds
64,28,,,,,no_o1_crossover
28,11,1.273,10.0,5.6365,8.727,
63,20,,,,,no_o1_crossover
63,11,,,,,no_o1_crossover
58,57,,,,,no_o2_crossover_in_bounds
25,5,,,,,no_o1_crossover
48,49,0.0,0.449,0.2245,0.449,
9,22,0.0,0.283,0.1415,0.283,
88,26,0.0,0.331,0.1655,0.331,
17,88,0.0,0.408,0.204,0.408,
55,69,1.599,9.486,5.5425,7.8870000000000005,
20,26,,,,,no_o2_crossover_in_bounds
1,36,0.0,0.264,0.132,0.264,
87,97,,,,,no_o1_crossover
89,39,,,,,no_o1_crossover
53,39,,,,,no_o2_crossover_in_bounds
66,50,0.0,0.331,0.1655,0.331,
28,26,0.0,0.362,0.181,0.362,
5,94,,,,,no_o2_crossover_in_bounds
53,17,0.0,0.482,0.241,0.482,
52,46,0.0,0.742,0.371,0.742,
94,62,0.0,0.235,0.1175,0.235,
0,50,0.0,0.333,0.1665,0.333,
91,5,,,,,no_o2_crossover_in_bounds
76,70,2.207,8.574,5.390499999999999,6.367,
1,95,0.0,0.156,0.078,0.156,
24,3,,,,,no_o1_crossover
47,6,,,,,no_o2_crossover_in_bounds
9,5,,,,,no_o1_crossover
8,17,0.0,0.459,0.2295,0.459,
21,0,1.402,6.856,4.129,5.454,
66,43,0.0,0.358,0.179,0.358,
23,30,,,,,no_o1_crossover
34,43,0.0,0.273,0.1365,0.273,
10,59,,,,,no_o1_crossover
87,70,,,,,no_o1_crossover
91,4,0.0,0.317,0.1585,0.317,
19,40,2.518,8.986,5.752000000000001,6.468000000000001,
37,84,2.286,7.208,4.747,4.922000000000001,
50,14,,,,,no_o1_crossover
97,97,,,,,no_o1_crossover
68,50,0.0,0.263,0.1315,0.263,
79,95,0.0,0.312,0.156,0.312,
32,21,,,,,no_o1_crossover
93,50,0.0,0.345,0.1725,0.345,
64,15,,,,,no_o1_crossover
83,40,,,,,no_o2_crossover_in_bounds
47,39,,,,,no_o2_crossover_in_bounds
43,45,,,,,no_o2_crossover_in_bounds
42,27,,,,,no_o2_crossover
25,23,0.0,0.361,0.1805,0.361,
92,12,,,,,no_o2_crossover_in_bounds
95,26,2.591,10.0,6.2955000000000005,7.409,
7,75,,,,,no_o1_crossover
26,61,,,,,no_o2_crossover
91,95,0.0,0.256,0.128,0.256,
98,5,1.453,6.316,3.8845,4.8629999999999995,
39,30,,,,,no_o2_crossover_in_bounds
97,60,,,,,no_o1_crossover
61,77,,,,,no_o1_crossover
2,24,0.0,0.172,0.086,0.172,
92,44,,,,,no_o1_crossover
56,60,,,,,no_o1_crossover
36,87,,,,,no_o1_crossover
26,67,,,,,no_o1_crossover
9,96,,,,,no_o1_crossover
32,95,0.0,0.24,0.12,0.24,
12,99,0.0,0.371,0.1855,0.371,
88,50,0.0,0.372,0.186,0.372,
87,31,,,,,no_o1_crossover
6,37,2.937,9.662,6.2995,6.725000000000001,
67,59,,,,,no_o1_crossover
43,46,1.087,8.293,4.6899999999999995,7.2059999999999995,
99,98,,,,,no_o1_crossover
1,9,,,,,no_o2_crossover_in_bounds
58,77,,,,,no_o2_crossover_in_bounds
68,24,0.0,0.137,0.0685,0.137,
40,91,1.468,10.0,5.734,8.532,
21,66,5.838,7.919,6.8785,2.0809999999999995,
81,54,0.0,0.328,0.164,0.328,
44,67,,,,,no_o2_crossover_in_bounds
19,61,0.0,0.706,0.353,0.706,
89,35,,,,,no_o2_crossover_in_bounds
17,75,0.0,0.313,0.1565,0.313,
90,99,0.0,0.372,0.186,0.372,
77,67,0.0,0.58,0.29,0.58,
52,33,,,,,no_o1_crossover
74,70,,,,,no_o1_crossover
8,83,0.0,0.504,0.252,0.504,
43,43,,,,,no_o1_crossover
78,8,2.115,6.626,4.3705,4.511,
89,22,0.0,0.3,0.15,0.3,
32,55,,,,,no_o2_crossover_in_bounds
57,67,,,,,no_o1_crossover
65,79,,,,,no_o1_crossover
30,53,1.27,10.0,5.635,8.73,
51,69,0.0,0.667,0.3335,0.667,
89,69,1.38,9.38,5.380000000000001,8.0,
66,32,,,,,no_o1_crossover
11,99,0.0,0.242,0.121,0.242,
98,11,2.13,10.0,6.0649999999999995,7.87,
63,36,,,,,no_o2_crossover_in_bounds
23,59,,,,,no_o1_crossover
87,74,0.0,0.335,0.1675,0.335,
27,48,,,,,no_o1_crossover
76,0,,,,,no_o2_crossover_in_bounds
20,41,0.0,0.365,0.1825,0.365,
32,27,0.0,0.444,0.222,0.444,
27,80,0.0,0.346,0.173,0.346,
72,79,1.421,10.0,5.7105,8.579,
62,74,,,,,no_o2_crossover
78,84,,,,,no_o1_crossover
24,66,,,,,no_o1_crossover
48,2,,,,,no_o1_crossover
79,37,,,,,no_o1_crossover
74,23,2.386,10.0,6.193,7.614,
41,61,,,,,no_o2_crossover
17,54,0.0,0.213,0.1065,0.213,
64,39,,,,,no_o1_crossover
37,0,1.468,7.176,4.322,5.708,
79,75,,,,,no_o2_crossover_in_bounds
80,79,,,,,no_o1_crossover
37,97,0.0,0.607,0.3035,0.607,
47,36,0.0,0.199,0.0995,0.199,
85,46,0.0,0.271,0.1355,0.271,
69,3,,,,,no_o2_crossover_in_bounds
84,16,0.0,0.739,0.3695,0.739,
27,85,,,,,no_o1_crossover
9,91,,,,,no_o1_crossover
72,34,2.771,7.258,5.0145,4.487,
31,43,0.0,0.324,0.162,0.324,
25,25,,,,,no_o1_crossover
25,99,0.0,0.301,0.1505,0.301,
16,4,0.0,0.309,0.1545,0.309,
55,85,,,,,no_o2_crossover_in_bounds
94,49,0.0,0.398,0.199,0.398,
58,52,0.0,0.427,0.2135,0.427,
62,86,,,,,no_o1_crossover
50,2,,,,,no_o1_crossover
2,54,0.0,0.204,0.102,0.204,
10,6,,,,,no_o1_crossover
26,47,,,,,no_o1_crossover
13,75,0.0,0.252,0.126,0.252,
91,80,0.0,0.178,0.089,0.178,
96,39,,,,,no_o1_crossover
76,67,,,,,no_o2_crossover_in_bounds
73,11,0.932,10.0,5.466,9.068,
33,52,,,,,no_o1_crossover
40,83,0.0,0.593,0.2965,0.593,
26,70,,,,,no_o1_crossover
7,12,,,,,no_o2_crossover_in_bounds
72,18,2.529,7.485,5.007,4.956,
99,30,,,,,no_o1_crossover
34,74,0.0,0.206,0.103,0.206,
47,62,0.0,0.272,0.136,0.272,
67,95,0.0,0.267,0.1335,0.267,
23,79,,,,,no_o1_crossover
43,95,0.0,0.475,0.2375,0.475,
83,20,0.0,0.116,0.058,0.116,
89,70,2.743,10.0,6.3715,7.257,
33,37,,,,,no_o1_crossover
35,98,1.748,10.0,5.874,8.252,
40,60,,,,,no_o2_crossover_in_bounds
16,93,,,,,no_o1_crossover
32,39,,,,,no_o2_crossover_in_bounds
98,59,,,,,no_o2_crossover_in_bounds
77,50,0.0,0.317,0.1585,0.317,
90,74,0.0,0.296,0.148,0.296,
37,2,1.44,10.0,5.72,8.56,
78,95,0.0,0.25,0.125,0.25,
86,73,,,,,no_o2_crossover_in_bounds
95,5,,,,,no_o1_crossover
41,70,,,,,no_o1_crossover
0,18,1.333,10.0,5.6665,8.667,
16,64,0.0,0.422,0.211,0.422,
27,12,0.0,0.621,0.3105,0.621,
57,83,,,,,no_o1_crossover
50,53,,,,,no_o1_crossover
9,85,,,,,no_o1_crossover
54,48,,,,,no_o1_crossover
42,55,,,,,no_o1_crossover
33,33,,,,,no_o1_crossover
29,72,1.599,10.0,5.7995,8.401,
94,65,,,,,no_o1_crossover
59,40,1.565,7.217,4.391,5.651999999999999,
53,11,,,,,no_o2_crossover_in_bounds
96,16,,,,,no_o1_crossover
68,80,0.0,0.306,0.153,0.306,
82,27,,,,,no_o2_crossover_in_bounds
80,82,,,,,no_o1_crossover
85,37,1.759,10.0,5.8795,8.241,
73,94,0.0,0.449,0.2245,0.449,
49,46,2.117,5.927,4.022,3.8099999999999996,
77,73,0.0,0.652,0.326,0.652,
90,27,,,,,no_o1_crossover
27,81,,,,,no_o2_crossover_in_bounds
92,59,,,,,no_o1_crossover
37,11,1.499,10.0,5.7495,8.501,
50,95,,,,,no_o2_crossover_in_bounds
5,96,,,,,no_o2_crossover_in_bounds
97,84,,,,,no_o2_crossover_in_bounds
22,90,1.808,10.0,5.904,8.192,
16,94,,,,,no_o2_crossover_in_bounds
1,98,,,,,no_o2_crossover_in_bounds
65,15,,,,,no_o1_crossover
6,9,0.0,0.287,0.1435,0.287,
45,86,,,,,no_o1_crossover
50,99,0.0,0.575,0.2875,0.575,
12,96,,,,,no_o1_crossover
70,99,0.0,0.354,0.177,0.354,
95,23,,,,,no_o2_crossover
48,89,,,,,no_o1_crossover
15,90,0.0,0.325,0.1625,0.325,
28,1,2.795,7.071,4.933,4.276,
87,6,,,,,no_o1_crossover
53,68,,,,,no_o2_crossover_in_bounds
31,35,,,,,no_o2_crossover_in_bounds
88,99,0.0,0.283,0.1415,0.283,
87,86,,,,,no_o1_crossover
50,79,,,,,no_o1_crossover
45,25,,,,,no_o1_crossover
71,4,0.0,0.234,0.117,0.234,
63,95,0.0,0.47,0.235,0.47,
14,87,0.0,0.385,0.1925,0.385,
73,67,,,,,no_o1_crossover
97,36,,,,,no_o2_crossover_in_bounds
4,47,,,,,no_o1_crossover
59,64,0.0,0.43,0.215,0.43,
13,24,0.0,0.188,0.094,0.188,
94,42,,,,,no_o1_crossover
33,42,,,,,no_o1_crossover
12,93,,,,,no_o1_crossover
5,69,,,,,no_o1_crossover
73,30,0.0,0.873,0.4365,0.873,
98,92,0.0,0.362,0.181,0.362,
83,65,,,,,no_o1_crossover
86,43,0.0,0.314,0.157,0.314,
39,4,,,,,no_o2_crossover_in_bounds
12,25,,,,,no_o1_crossover
30,71,1.444,10.0,5.7219999999999995,8.556000000000001,
40,50,0.0,0.352,0.176,0.352,
89,55,,,,,no_o2_crossover_in_bounds
77,79,0.0,0.24,0.12,0.24,
87,5,,,,,no_o1_crossover
57,19,1.74,10.0,5.87,8.26,
30,98,,,,,no_o2_crossover_in_bounds
90,34,,,,,no_o1_crossover
26,33,,,,,no_o2_crossover_in_bounds
55,46,0.0,0.378,0.189,0.378,
54,65,,,,,no_o1_crossover
12,85,,,,,no_o1_crossover
40,44,,,,,no_o2_crossover_in_bounds
4,2,,,,,no_o1_crossover
92,6,,,,,no_o1_crossover
73,83,,,,,no_o2_crossover_in_bounds
77,49,0.0,0.22,0.11,0.22,
88,86,,,,,no_o1_crossover
40,35,0.0,0.478,0.239,0.478,
61,18,,,,,no_o1_crossover
80,74,0.0,0.423,0.2115,0.423,
92,78,,,,,no_o1_crossover
48,74,0.0,0.241,0.1205,0.241,
88,95,0.0,0.258,0.129,0.258,
95,15,,,,,no_o1_crossover
78,48,0.0,0.422,0.211,0.422,
33,66,,,,,no_o1_crossover
20,27,,,,,no_o1_crossover
23,52,,,,,no_o1_crossover
53,89,,,,,no_o2_crossover_in_bounds
67,65,0.0,0.229,0.1145,0.229,
97,14,1.29,10.0,5.645,8.71,
24,2,,,,,no_o1_crossover
70,24,0.0,0.256,0.128,0.256,
14,96,,,,,no_o2_crossover_in_bounds
43,56,,,,,no_o2_crossover_in_bounds
76,53,1.779,8.251,5.015,6.4719999999999995,
23,31,,,,,no_o1_crossover
67,0,1.742,9.578,5.66,7.835999999999999,
78,7,0.0,0.215,0.1075,0.215,
14,59,,,,,no_o1_crossover
15,47,,,,,no_o2_crossover_in_bounds
46,47,,,,,no_o1_crossover
42,79,,,,,no_o1_crossover
11,2,2.022,10.0,6.011,7.978,
32,98,,,,,no_o1_crossover
49,82,,,,,no_o1_crossover
67,71,1.68,7.532,4.606,5.852,
15,62,0.0,0.197,0.0985,0.197,
54,18,,,,,no_o1_crossover
38,81,,,,,no_o2_crossover_in_bounds
77,76,0.0,0.59,0.295,0.59,
57,30,,,,,no_o1_crossover
15,28,,,,,no_o1_crossover
24,95,3.81,6.066,4.938,2.256,
16,46,0.0,0.322,0.161,0.322,
17,8,1.797,6.956,4.3765,5.159000000000001,
49,40,,,,,no_o2_crossover_in_bounds
9,8,,,,,no_o2_crossover_in_bounds
55,13,,,,,no_o2_crossover_in_bounds
81,3,,,,,no_o2_crossover_in_bounds
22,66,,,,,no_o1_crossover
16,10,0.0,0.174,0.087,0.174,
41,46,,,,,no_o1_crossover
14,23,0.0,0.319,0.1595,0.319,
61,24,0.0,0.451,0.2255,0.451,
49,68,,,,,no_o1_crossover
44,53,,,,,no_o2_crossover_in_bounds
4,93,,,,,no_o1_crossover
10,41,3.451,9.603,6.527,6.151999999999999,
57,49,,,,,no_o1_crossover
30,38,,,,,no_o2_crossover_in_bounds
85,15,,,,,no_o1_crossover
32,90,,,,,no_o2_crossover_in_bounds
94,80,0.0,0.265,0.1325,0.265,
90,12,,,,,no_o1_crossover
26,22,,,,,no_o1_crossover
59,55,,,,,no_o1_crossover
66,87,0.0,0.338,0.169,0.338,
83,31,,,,,no_o1_crossover
34,87,0.0,0.347,0.1735,0.347,
39,84,,,,,no_o2_crossover_in_bounds
20,10,0.0,0.291,0.1455,0.291,
15,39,,,,,no_o2_crossover_in_bounds
37,8,1.3,10.0,5.65,8.7,
68,30,,,,,no_o2_crossover_in_bounds
59,5,2.101,9.648,5.874499999999999,7.547,
13,49,0.0,0.338,0.169,0.338,
17,90,0.0,0.444,0.222,0.444,
14,76,,,,,no_o1_crossover
69,39,,,,,no_o2_crossover_in_bounds
19,31,,,,,no_o2_crossover_in_bounds
60,71,2.168,9.618,5.893000000000001,7.45,
56,13,,,,,no_o1_crossover
0,89,0.0,0.621,0.3105,0.621,
16,60,0.0,0.706,0.353,0.706,
92,43,,,,,no_o1_crossover
50,75,,,,,no_o1_crossover
35,43,,,,,no_o2_crossover_in_bounds
6,14,,,,,no_o2_crossover_in_bounds
75,52,,,,,no_o1_crossover
33,87,,,,,no_o1_crossover
54,7,0.0,0.628,0.314,0.628,
48,62,0.0,0.252,0.126,0.252,
92,5,,,,,no_o1_crossover
8,51,1.515,10.0,5.7575,8.485,
72,44,1.617,10.0,5.8085,8.383,
82,33,,,,,no_o2_crossover_in_bounds
28,77,1.926,6.779,4.3525,4.853,
6,66,1.309,6.788,4.0485,5.479,
97,57,,,,,no_o1_crossover
64,0,,,,,no_o1_crossover
88,76,,,,,no_o1_crossover
20,20,,,,,no_o1_crossover
38,22,0.0,0.447,0.2235,0.447,
90,92,0.0,0.517,0.2585,0.517,
73,31,1.097,7.263,4.18,6.166,
95,42,,,,,no_o1_crossover
72,73,2.567,7.206,4.8865,4.639,
62,7,,,,,no_o2_crossover_in_bounds
27,1,,,,,no_o1_crossover
31,93,,,,,no_o2_crossover_in_bounds
57,97,,,,,no_o1_crossover
90,80,,,,,no_o2_crossover_in_bounds
10,87,,,,,no_o1_crossover
41,59,,,,,no_o1_crossover
30,62,0.0,0.272,0.136,0.272,
13,53,,,,,no_o2_crossover_in_bounds
62,79,,,,,no_o1_crossover
94,81,,,,,no_o2_crossover_in_bounds
60,19,0.0,0.585,0.2925,0.585,
18,78,,,,,no_o2_crossover_in_bounds
86,84,,,,,no_o2_crossover_in_bounds
79,68,,,,,no_o1_crossover
4,26,3.262,6.09,4.676,2.828,
54,28,,,,,no_o1_crossover
25,70,,,,,no_o1_crossover
5,64,,,,,no_o2_crossover_in_bounds
50,32,,,,,no_o1_crossover
91,51,2.342,10.0,6.171,7.6579999999999995,
74,7,2.097,10.0,6.0485,7.9030000000000005,
72,57,1.712,10.0,5.856,8.288,
82,76,,,,,no_o1_crossover
93,19,,,,,no_o2_crossover_in_bounds
89,14,,,,,no_o2_crossover_in_bounds
81,72,0.0,0.612,0.306,0.612,
54,54,,,,,no_o1_crossover
99,90,,,,,no_o2_crossover_in_bounds
82,52,,,,,no_o2_crossover_in_bounds
71,74,0.0,0.188,0.094,0.188,
52,77,,,,,no_o1_crossover
33,21,,,,,no_o1_crossover
56,17,,,,,no_o1_crossover
76,43,0.0,0.269,0.1345,0.269,
32,40,1.59,10.0,5.795,8.41,
69,96,0.0,0.332,0.166,0.332,
40,15,,,,,no_o2_crossover_in_bounds
12,29,0.0,0.309,0.1545,0.309,
21,48,0.0,0.345,0.1725,0.345,
92,52,,,,,no_o1_crossover
49,8,,,,,no_o2_crossover_in_bounds
7,63,2.265,6.313,4.289,4.048,
39,75,0.0,0.3,0.15,0.3,
42,39,,,,,no_o1_crossover
34,45,0.0,0.395,0.1975,0.395,
53,18,2.918,6.652,4.785,3.734,
82,16,,,,,no_o2_crossover_in_bounds
73,91,1.931,7.925,4.928,5.994,
25,81,1.453,8.716,5.084499999999999,7.262999999999999,
80,80,,,,,no_o1_crossover
19,16,1.997,9.305,5.651,7.308,
74,48,,,,,no_o1_crossover
40,4,0.0,0.293,0.1465,0.293,
78,82,,,,,no_o2_crossover_in_bounds
89,6,,,,,no_o1_crossover
15,81,,,,,no_o2_crossover_in_bounds
38,52,,,,,no_o2_crossover_in_bounds
6,57,0.0,0.29,0.145,0.29,
8,46,0.0,0.144,0.072,0.144,
49,66,,,,,no_o1_crossover
26,39,,,,,no_o1_crossover
33,83,,,,,no_o1_crossover
62,73,,,,,no_o1_crossover
82,98,,,,,no_o1_crossover
30,17,,,,,no_o2_crossover_in_bounds
21,68,1.264,10.0,5.632,8.736,
6,83,,,,,no_o2_crossover_in_bounds
85,70,,,,,no_o1_crossover
25,37,,,,,no_o1_crossover
28,21,0.0,1.045,0.5225,1.045,
59,95,0.0,0.287,0.1435,0.287,
13,62,0.0,0.202,0.101,0.202,
37,29,0.0,0.223,0.1115,0.223,
33,9,,,,,no_o1_crossover
21,20,0.0,0.255,0.1275,0.255,
49,71,,,,,no_o2_crossover_in_bounds
63,89,,,,,no_o1_crossover
29,77,,,,,no_o1_crossover
66,77,1.721,6.552,4.1365,4.8309999999999995,
68,39,,,,,no_o2_crossover_in_bounds
25,49,0.0,0.489,0.2445,0.489,
83,13,,,,,no_o1_crossover
4,33,2.819,9.187,6.003,6.367999999999999,
58,87,0.0,0.347,0.1735,0.347,
91,55,,,,,no_o2_crossover_in_bounds
42,95,0.0,0.235,0.1175,0.235,
37,60,,,,,no_o1_crossover
93,30,,,,,no_o2_crossover
74,89,,,,,no_o1_crossover
13,68,,,,,no_o2_crossover_in_bounds
88,33,0.0,0.629,0.3145,0.629,
65,49,,,,,no_o2_crossover_in_bounds
30,76,,,,,no_o1_crossover
32,83,,,,,no_o2_crossover_in_bounds
16,82,,,,,no_o1_crossover
78,11,3.018,8.003,5.5105,4.985,
92,19,2.521,10.0,6.2605,7.479,
36,62,0.0,0.362,0.181,0.362,
70,73,,,,,no_o2_crossover_in_bounds
79,7,0.0,0.29,0.145,0.29,
25,35,,,,,no_o1_crossover
7,14,,,,,no_o1_crossover
15,7,0.0,0.188,0.094,0.188,
6,30,1.07,6.617,3.8435,5.547,
37,83,,,,,no_o2_crossover_in_bounds
13,72,0.0,0.478,0.239,0.478,
61,91,,,,,no_o1_crossover
80,96,,,,,no_o1_crossover
34,20,0.0,0.425,0.2125,0.425,
19,34,,,,,no_o2_crossover_in_bounds
37,16,0.142,10.0,5.071,9.858,
69,43,0.0,0.267,0.1335,0.267,
95,94,,,,,no_o1_crossover
74,11,,,,,no_o1_crossover
96,56,0.0,0.411,0.2055,0.411,
31,60,0.0,0.611,0.3055,0.611,
58,81,0.0,0.588,0.294,0.588,
11,42,0.0,0.497,0.2485,0.497,
25,79,,,,,no_o1_crossover
70,43,0.0,0.395,0.1975,0.395,
4,77,,,,,no_o1_crossover
3,53,1.635,7.097,4.3660000000000005,5.462000000000001,
64,25,,,,,no_o1_crossover
55,47,1.683,8.62,5.1514999999999995,6.936999999999999,
53,87,0.0,0.398,0.199,0.398,
44,18,,,,,no_o2_crossover_in_bounds
11,69,,,,,no_o1_crossover
25,97,,,,,no_o1_crossover
99,65,,,,,no_o1_crossover
63,22,,,,,no_o2_crossover_in_bounds
96,79,,,,,no_o1_crossover
50,26,,,,,no_o2_crossover
68,83,0.0,0.509,0.2545,0.509,
4,61,0.548,10.0,5.274,9.452,
76,20,0.0,0.314,0.157,0.314,
31,54,0.0,0.19,0.095,0.19,
93,20,0.0,0.373,0.1865,0.373,
58,78,1.588,9.037,5.3125,7.449000000000001,
89,83,0.0,0.573,0.2865,0.573,
60,76,,,,,no_o1_crossover
61,11,,,,,no_o1_crossover
78,31,2.747,8.304,5.5255,5.557,
64,52,,,,,no_o1_crossover
22,92,2.568,5.817,4.1925,3.249,
79,91,,,,,no_o1_crossover
9,40,,,,,no_o2_crossover_in_bounds
75,99,1.077,10.0,5.5385,8.923,
44,16,,,,,no_o2_crossover_in_bounds
52,38,,,,,no_o2_crossover_in_bounds
40,22,0.0,0.315,0.1575,0.315,
8,62,0.0,0.255,0.1275,0.255,
78,1,,,,,no_o1_crossover
68,70,1.177,10.0,5.5885,8.823,
8,45,0.0,0.402,0.201,0.402,
35,9,,,,,no_o1_crossover
5,35,,,,,no_o2_crossover_in_bounds
91,49,0.0,0.392,0.196,0.392,
80,61,1.537,6.276,3.9065,4.739,
98,8,1.51,10.0,5.755,8.49,
86,79,0.0,0.372,0.186,0.372,
60,23,0.0,0.296,0.148,0.296,
28,41,0.0,0.313,0.1565,0.313,
51,10,0.0,0.065,0.0325,0.065,
56,85,,,,,no_o1_crossover
18,93,0.0,0.622,0.311,0.622,
81,88,,,,,no_o1_crossover
0,99,0.0,0.264,0.132,0.264,
86,53,,,,,no_o1_crossover
69,90,,,,,no_o2_crossover_in_bounds
99,46,3.135,9.638,6.3865,6.503,
18,30,,,,,no_o2_crossover_in_bounds
45,23,,,,,no_o2_crossover_in_bounds
63,0,,,,,no_o1_crossover
29,36,,,,,no_o1_crossover
17,0,1.602,8.362,4.982,6.76,
5,63,0.0,0.342,0.171,0.342,
97,0,,,,,no_o1_crossover
62,22,1.826,10.0,5.913,8.174,
78,81,,,,,no_o2_crossover_in_bounds
39,28,1.918,10.0,5.959,8.082,
57,46,1.882,7.914,4.898,6.032,
7,26,2.47,10.0,6.235,7.529999999999999,
2,0,,,,,no_o2_crossover_in_bounds
88,98,,,,,no_o1_crossover
95,74,,,,,no_o1_crossover
73,74,0.0,0.172,0.086,0.172,
63,55,,,,,no_o1_crossover
61,23,0.0,0.568,0.284,0.568,
28,87,,,,,no_o2_crossover_in_bounds
9,10,0.0,0.19,0.095,0.19,
52,50,0.0,0.403,0.2015,0.403,
69,83,,,,,no_o2_crossover_in_bounds
38,51,3.378,8.871,6.1245,5.493,
66,37,,,,,no_o2_crossover_in_bounds
93,31,1.559,10.0,5.7795,8.441,
52,95,0.0,0.312,0.156,0.312,
79,81,2.533,8.102,5.3175,5.569000000000001,
47,98,,,,,no_o2_crossover_in_bounds
9,6,,,,,no_o1_crossover
81,97,,,,,no_o2_crossover_in_bounds
80,98,,,,,no_o1_crossover
15,21,0.0,0.652,0.326,0.652,
12,90,,,,,no_o1_crossover
94,13,,,,,no_o1_crossover
24,59,,,,,no_o1_crossover
26,5,,,,,no_o1_crossover
90,47,,,,,no_o1_crossover
64,31,,,,,no_o1_crossover
37,20,0.0,0.46,0.23,0.46,
62,87,,,,,no_o1_crossover
39,86,,,,,no_o2_crossover_in_bounds
17,2,1.781,7.593,4.687,5.812,
72,14,1.934,10.0,5.967,8.066,
43,96,,,,,no_o1_crossover
63,79,,,,,no_o1_crossover
80,76,,,,,no_o1_crossover
87,60,,,,,no_o1_crossover
79,47,,,,,no_o1_crossover
21,93,,,,,no_o1_crossover
29,71,,,,,no_o1_crossover
66,28,,,,,no_o1_crossover
15,31,,,,,no_o2_crossover
56,96,,,,,no_o1_crossover
67,47,1.815,7.982,4.8985,6.167,
48,9,,,,,no_o1_crossover
0,30,0.0,0.817,0.4085,0.817,
72,65,1.642,10.0,5.821,8.358,
72,39,2.185,10.0,6.0925,7.8149999999999995,
65,45,,,,,no_o2_crossover_in_bounds
40,20,0.0,0.452,0.226,0.452,
41,83,,,,,no_o1_crossover
14,21,2.365,9.935,6.15,7.57,
51,62,0.0,0.13,0.065,0.13,
1,15,2.005,10.0,6.0024999999999995,7.995,
32,88,0.0,0.41,0.205,0.41,
52,15,,,,,no_o1_crossover
27,75,0.0,0.353,0.1765,0.353,
43,80,,,,,no_o2_crossover
55,37,,,,,no_o1_crossover
50,88,,,,,no_o1_crossover
99,99,,,,,no_o1_crossover
61,31,,,,,no_o1_crossover
36,38,,,,,no_o2_crossover_in_bounds
69,4,0.0,0.349,0.1745,0.349,
42,73,,,,,no_o1_crossover
6,49,0.0,0.419,0.2095,0.419,
41,1,,,,,no_o1_crossover
22,45,2.542,9.328,5.935,6.786,
29,80,2.879,6.977,4.928,4.098000000000001,
15,41,0.0,0.274,0.137,0.274,
11,98,0.0,0.759,0.3795,0.759,
26,48,,,,,no_o1_crossover
16,43,0.0,0.411,0.2055,0.411,
10,58,,,,,no_o1_crossover
34,17,0.0,0.375,0.1875,0.375,
39,49,0.0,0.418,0.209,0.418,
87,49,,,,,no_o1_crossover
19,63,,,,,no_o2_crossover_in_bounds
74,97,,,,,no_o1_crossover
24,73,,,,,no_o1_crossover
96,40,,,,,no_o1_crossover
0,9,,,,,no_o2_crossover_in_bounds
60,86,,,,,no_o2_crossover_in_bounds
10,37,,,,,no_o1_crossover
60,64,,,,,no_o2_crossover_in_bounds
12,87,,,,,no_o1_crossover
45,58,,,,,no_o1_crossover
9,1,,,,,no_o1_crossover
86,77,2.382,5.946,4.164,3.5639999999999996,
8,61,0.0,0.379,0.1895,0.379,
49,51,,,,,no_o1_crossover
29,92,2.517,6.879,4.6979999999999995,4.362,
68,3,0.0,0.677,0.3385,0.677,
16,69,1.681,7.571,4.6259999999999994,5.89,
35,54,0.0,0.194,0.097,0.194,
35,97,,,,,no_o1_crossover
33,26,0.0,0.463,0.2315,0.463,
80,15,,,,,no_o1_crossover
94,5,,,,,no_o1_crossover
11,52,0.0,0.431,0.2155,0.431,
25,18,,,,,no_o1_crossover
58,6,,,,,no_o1_crossover
3,88,0.0,0.293,0.1465,0.293,
0,54,0.0,0.212,0.106,0.212,
17,78,1.694,7.107,4.4005,5.413,
68,44,,,,,no_o2_crossover_in_bounds
26,45,,,,,no_o2_crossover_in_bounds
41,78,,,,,no_o1_crossover
27,64,,,,,no_o1_crossover
50,63,1.37,10.0,5.6850000000000005,8.629999999999999,
63,88,,,,,no_o1_crossover
7,47,,,,,no_o1_crossover
36,15,,,,,no_o1_crossover
75,54,,,,,no_o1_crossover
98,93,,,,,no_o1_crossover
38,4,,,,,no_o2_crossover_in_bounds
13,7,0.0,0.3,0.15,0.3,
94,30,1.894,10.0,5.947,8.106,
44,65,,,,,no_o2_crossover_in_bounds
53,29,0.0,0.203,0.1015,0.203,
4,75,0.0,0.487,0.2435,0.487,
46,44,,,,,no_o1_crossover
79,52,,,,,no_o1_crossover
63,23,,,,,no_o2_crossover_in_bounds
68,35,0.0,0.481,0.2405,0.481,
57,8,,,,,no_o1_crossover
60,58,,,,,no_o2_crossover_in_bounds
41,93,,,,,no_o1_crossover
75,2,,,,,no_o1_crossover
77,8,0.0,0.77,0.385,0.77,
